,species,betweenness
5212,ORCHYMONTIA SP. (N=1),0.0
5213,ORCNOCETES VIRILIS [CRAYFISH] ,0.0
5214,ORCNOCETES VIRILIS [CRAYFISH] (N=2),0.0
5215,OREODYTES RIVALIS,0.0
5216,ORGANIC DEBRIS,0.0
5217,ORGANIC MACRODEBRIS,0.0
5218,ORGANIC MATERIAL,0.0
5219,ORGANIC MATTER,0.0
5220,ORGANIC MATTER IN MUD,0.0
5221,ORIBATIDS,0.0
5222,ORMOCERUS LATUS,0.0
5223,ORNIDIA OBESA,0.0
5224,ORNIDIA OBESA FABRICIUS,0.0
5225,ORTHELLIA ALBIGENA STEIN,0.0
5226,ORTHOCLADIINAE UNKNOWN SPP.,0.0
5227,ORTHOCLADIINAE UNKNOWN SPP. 1,0.0
5228,ORTHOCLADIINAE UNKNOWN SPP. 2,0.0
5229,ORTHOSTETHUS INFUSCATUS LARVAE,0.0
5230,ORUSSUS SP. LARVAE,0.0
5231,ORYCHMONTIA SP.,0.0
5232,ORYX - HARE,0.0
5233,OSCILLATORIA SP.,0.0
5234,OSPREY,0.0
5235,OSSAEA MARGINATA,0.0
5236,OSTROCODA,0.0
5237,OTHER ALGAE,0.0
5238,OTHER ENCRUSTING ALGAE,0.0
5239,OTHER FISHES,0.0
5240,OTHER GREEN ALGAE (UNSPEC.),0.0
5241,OTHER HEMIPTERA,0.0
5242,OTHER LARGE FISH,0.0
5243,OTHER MITES,0.0
5244,OTHER PHYTOPLANKTON,0.0
5245,OTHER PREDATORY FISHES,0.0
5246,OTHER SALMONINES,0.0
5247,OTHER STAPHYLINIDS (UNSPEC.),0.0
5248,OTHERS,0.0
5249,OTOCRYPTOPS SEXSPINOSUS,0.0
5250,OTOPAPPUS VERBESINOIDES,0.0
5251,OTTER,0.0
5252,OWLS,0.0
5253,OWLS - JAEGERS - FOX - WEASELS,0.0
5254,OXYPODA LONGIUSCULA (GRAVENHORST),0.0
5255,OXYTELINE LARVAE,0.0
5256,OXYTELUS SP.,0.0
5257,OXYURICHTHYES LONCHOTUS,0.0
5258,OYSTER CATCHER,0.0
5259,OYSTERCATCHER,0.0
5260,P. BOLINI,0.0
5261,P. CAUDIMACULATUS,0.0
5262,P. EXIMIA EGGS,0.0
5263,P. FOVEOLATA LARVAE,0.0
5264,P. JEZOENSIS,0.0
5265,P. LARICIA,0.0
5266,P. LECONTEI,0.0
5267,P. MACROCEPHALUS,0.0
5268,P. MEDIA (0.4-0.5 MM HCW),0.0
5269,P. MEDIA (1.0-2.0 MM HCW),0.0
5270,P. PINI,0.0
5271,P. RUFICOLLE,0.0
5272,P. RUFICORNE,0.0
5273,P. RUGOSUS,0.0
5274,P. TENISONI,0.0
5275,P. THYROIDEUS,0.0
5276,P. TRIDENTATA,0.0
5277,P. VULGARIS,0.0
5278,P1: LARGE PHYTOPLANKTON,0.0
5279,P2: SMALL PHYTOPLANKTON,0.0
5280,PACHYCERINA CRINICORNIS THOMSON,0.0
5281,PACHYCONDYLA SP.,0.0
5282,PACHYLOBINS PICIVORUS LARVAE,0.0
5283,PACHYSCHELUS COLLARIS ROBUSTUS WAT.,0.0
5284,PACHYSCHELUS PURPUREUS BICOLOR KERR.,0.0
5285,PACIFASTACUS GAMBELLI,0.0
5286,PACIFIC ANGEL SHARK,0.0
5287,PACIFIC BONITO,0.0
5288,PACIFIC HAKE,0.0
5289,PACIFIC HERRING,0.0
5290,PACIFIC MACKEREL,0.0
5291,PACIFIC SAND DAB,0.0
5292,PAECILOMYCES SP.,0.0
5293,PAGURUS - CANCER - CARCINIDES - MYOXOCEPHALUS,0.0
5294,PAGURUS SAMUELIS,0.0
5295,PALAEMONETES VULGARIS,0.0
5296,PALAEMONIDAE (ALL),0.0
5297,PALAEMONIDAE (FRAGMENT),0.0
5298,PALAEMONIDAE (WHOLE),0.0
5299,PALEORHIZA SP 1,0.0
5300,PALEXORISTA SP 1,0.0
5301,PALO VERDE,0.0
5302,PALPOMYIA SP. I (N=2),0.0
5303,PALPOMYIA SP. I (P),0.0
5304,PALPOMYIA SP. II (N=1),0.0
5305,PALPOMYIA SP. II (P),0.0
5306,PANARA NASO FABRICIUS,0.0
5307,PANDANUS,0.0
5308,PANDANUS - LEPIRONIA,0.0
5309,PANDANUS BARKLYI VAR BARKLYI,0.0
5310,PANDANUS RIGIDIFOLIUS,0.0
5311,PANDANUS WIEHII,0.0
5312,PANDION (OSPREY),0.0
5313,PANICUM BARTLETTII,0.0
5314,PANICUM TRICHIDIACHNE,0.0
5315,PANICUM TRICHOIDES,0.0
5316,PAPILLIO MANLIUS FABRICIUS,0.0
5317,PARACALLIOPE  FLUVIATALUS (N=8),0.0
5318,PARACALLIOPE FLUV.,0.0
5319,PARACALLIOPE FLUVIATALUS,0.0
5320,PARACALLIOPE FLUVIATALUS (N=1),0.0
5321,PARACALLIOPE FLUVIATALUS (N=10),0.0
5322,PARACALLIOPE OTHER,0.0
5323,PARACALLIOPE PALE,0.0
5324,PARACALLIOPE PALE (N=10),0.0
5325,PARACALLIOPE PURPLE (N=10),0.0
5326,PARACALLIOPE SP.,0.0
5327,PARACALLIOPE SP. (N=1),0.0
5328,PARACAPNIA ANGULATA,0.0
5329,PARACAPNIA ANGULATA (0.1-0.2 MM HCW),0.0
5330,PARACAPNIA ANGULATA (0.2-0.3 MM HCW),0.0
5331,PARACAPNIA ANGULATA (0.4-0.5 MM HCW),0.0
5332,PARACAPNIA ANGULATA (0.7-0.8 MM HCW),0.0
5333,PARACAPNIA ANGULATA (0.9-1.0 MM HCW),0.0
5334,PARACOENIA TURBIDA (BRINE FLY) EGGS,0.0
5335,PARACOENIA TURBIDA ADULTS,0.0
5336,PARACOENIA TURBIDA PUPAE,0.0
5337,PARAGENIPA WRIGHTII,0.0
5338,PARAGNETINA MEDIA (0.2-0.3 MM HCW),0.0
5339,PARAGNETINA MEDIA (0.2-0.4 MM HCW),0.0
5340,PARAGNETINA MEDIA (0.3-0.4 MM HCW),0.0
5341,PARAGNETINA MEDIA (0.4-0.5 MM HCW),0.0
5342,PARAGNETINA MEDIA (1.0-2.0 MM HCW),0.0
5343,PARAGUS BORBONICUS MACQUART,0.0
5344,PARALAUTERBORNIELLA (CG),0.0
5345,PARALAUTERBORNIELLA (N=ENDOCHIRONOMOUS),0.0
5346,PARALEPTAMPHOBUS SUBTERRANEUS (CHILTON),0.0
5347,PARALEPTOPHELEBIA (CG),0.0
5348,PARALEPTOPHELEBIA (N=2),0.0
5349,PARALEPTOPHLEBIA ADOPTIVA,0.0
5350,PARALEPTOPHLEBIA ADOPTIVA (0.0-0.2 MM HCW),0.0
5351,PARALEPTOPHLEBIA ADOPTIVA (0.2-0.4 MM HCW),0.0
5352,PARALEPTOPHLEBIA ADOPTIVA (0.4-0.6 MM HCW),0.0
5353,PARALEPTOPHLEBIA ADOPTIVA (0.6-0.8 MM HCW),0.0
5354,PARALEPTOPHLEBIA SPP. (CG),0.0
5355,PARALEPTOPHLEBIA SPP. (N=4),0.0
5356,PARALICHTHYS (FISH),0.0
5357,PARALIMNOPHILA,0.0
5358,PARALIMNOPHILA (N=1),0.0
5359,PARALIMNOPHILA SKUSEI (HUTTON),0.0
5360,PARALIMNOPHILA SKUSEI (N=ERIOPTERINI),0.0
5361,PARALIMNOPHILA SKUSEII,0.0
5362,PARALIMNOPHILA SKUSEII ,0.0
5363,PARALIMNOPHILA SKUSEII (N=1),0.0
5364,PARALIMNOPHILA SKUSEII (N=2),0.0
5365,PARALIMNOPHILA SKUSEII (N=3),0.0
5366,PARALIMNOPHORA SKUSEI,0.0
5367,PARAMETRIOCNEMUS,0.0
5368,PARAMETRIOCNEMUS SP.,0.0
5369,PARAMETRIOCNEMUS SP. (0.0-0.1 MM HCW),0.0
5370,PARAMETRIOCNEMUS SP. (0.1-0.2 MM HCW),0.0
5371,PARAMETRIOCNEMUS SP. (0.2-0.3 MM HCW),0.0
5372,PARAMETRIOCNEMUS SP. (CG),0.0
5373,PARAMETRIOCNEMUS SP. (N=4),0.0
5374,PARANEPHROPS ZEALANDICUS,0.0
5375,PARANEPHROPS ZELANDICUS,0.0
5376,PARANEPHROPS ZELANDICUS ,0.0
5377,PARANEPHROPS ZELANDICUS (N=2),0.0
5378,PARANEPHROPS ZELANDICUS (N=4),0.0
5379,PARANEPHROPS ZELANDICUS (N=6),0.0
5380,PARANYCTIOPHYLAX SP. (N=5),0.0
5381,PARANYCTIOPHYLAX SP. (P),0.0
5382,PARASERIANTHES FALCATARIA,0.0
5383,PARASITES,0.0
5384,PARASITIC HYMENOPTERA,0.0
5385,PARASITIC HYMENOPTEROUS LARVAE,0.0
5386,PARASITOIDS (SYNODITES LINEIGER - ICHNEUTES HYPERBOREUS),0.0
5387,PARASITUS (UNSPEC.),0.0
5388,PARASITUS SP,0.0
5389,PARATENDIPES,0.0
5390,PARAVELIA,0.0
5391,PARCOBLATTA SP.,0.0
5392,PAROCHLUS SP.,0.0
5393,PARTICULATE DETRITUS,0.0
5394,PARTICULATE ORGANIC CARBON,0.0
5395,PARTICULATE ORGANIC MATTER,0.0
5396,PARTNUNIELLA THERMALIS,0.0
5397,PARTNUNIELLA THERMALIS (WATER MITE),0.0
5398,PARUROLEPTUS,0.0
5399,PARUS CAERULEUS (PRAZAK),0.0
5400,PARUS MAJOR L.,0.0
5401,PASPALUM CF. CONJUGATUM,0.0
5402,PASSALURUS AMBIGUUS,0.0
5403,PASSALUS CORNUTUS,0.0
5404,PATASSON BRACHYGASTER (DEBAUCHE),0.0
5405,PATASSON DIANA (GIRAULT),0.0
5406,PATATANYTARSUS NR GRIMMI,0.0
5407,PATATANYTARSUS NR GRIMMI (N=TANYTARSUS),0.0
5408,PAUCISPINIGERA,0.0
5409,PAUCISPINIGERA APPROXIMATA ,0.0
5410,PAUCISPINIGERA APPROXIMATA (N=1),0.0
5411,PAUCISPINIGERA APPROXIMATA (N=10),0.0
5412,PAUCISPINIGERA APPROXIMATA (N=2),0.0
5413,PAUCISPINIGERA APPROXIMATA (N=5),0.0
5414,PAUCISPINIGERA APPROXIMATA (N=7),0.0
5415,PAUCISPINIGERA APPROXIMATA (N=8),0.0
5416,PAUESIA PICTA,0.0
5417,PAUESIA UNILACHNI,0.0
5418,PAULLINIA CF. COSTARICENSIS,0.0
5419,PEARLY-EYED THRASHER,0.0
5420,PEAVINE (FORB/SHRUB),0.0
5421,PEDIASTRUM SP.,0.0
5422,PEDIOBIUS CLITA,0.0
5423,PEGASTIA SP.,0.0
5424,PEIRRETIA,0.0
5425,PELAGIC CRUSTACEAN,0.0
5426,PELAGIC FISH (E.G. - HERRING-LIKE FISH),0.0
5427,PELAGIC INVERTEBRATES (INC SQUID),0.0
5428,PELAGOBIA,0.0
5429,PELAGOBLA,0.0
5430,PELECANUS - PHALACROCORAX - SULA (PELICAN - CORMORANT - GANNET),0.0
5431,PELECOPHORA INTEMIPTA ALL,0.0
5432,PELECUS CULTRATUS,0.0
5433,PELICYPOD SP. ,0.0
5434,PENAID,0.0
5435,PENDLER THREE-AWN (GRASS),0.0
5436,PENNATE DIATOMS (UNIDENTIFIED),0.0
5437,PENTANEURI SP A. (CG),0.0
5438,PENTANEURI SP A. (N=1),0.0
5439,PENTISPA FAIRMAIREI (CHAPUIS) OR BALIOSUS LINEATICOLLIS BALY,0.0
5440,PENTISPA MELANURA (CHAPUIS),0.0
5441,PEREGRINE,0.0
5442,PERENNIALS,0.0
5443,PERGAMASUS CRASSIPES L.,0.0
5444,PERIBAEA SP,0.0
5445,PERICOMA,0.0
5446,PERICOMA (B),0.0
5447,PERICOMA (N=1),0.0
5448,PERILITUS DUBIUS (WESMAEL),0.0
5449,PERINEREIS MONTEREA,0.0
5450,PERIPHYTON,0.0
5451,PERIPHYTON - BENTHIC ALGAE,0.0
5452,PERIPHYTON - PHYTOPLANKTON,0.0
5453,PERIPHYTON AND BENTHIC DETRITUS,0.0
5454,PERISSOMA AENESCENS,0.0
5455,PERLA,0.0
5456,PERLA CARLUKIANA,0.0
5457,PERLA CARLUKIANA NYMPHS,0.0
5458,PERLODES,0.0
5459,PERLODES MORTONI,0.0
5460,PERLODIDAE (UNSPEC.),0.0
5461,PETRELS,0.0
5462,PETROPHYLA SP1,0.0
5463,PHAENICIA EXIMIA,0.0
5464,PHAENOBREMIA SP.,0.0
5465,PHAEOCYSTIS,0.0
5466,PHAGOCATA,0.0
5467,PHALANGIDS,0.0
5468,PHALANTA PHALANTHA AETHIOPICA,0.0
5469,PHALANTA PHALANTHA DRURY,0.0
5470,PHALLOCEROS HARPAGOS,0.0
5471,PHANAEUS DIFFORMIS,0.0
5472,PHANEROGAMIC MATTER,0.0
5473,PHANEROPRIA SP.,0.0
5474,PHAOMIA SP. LARVAE,0.0
5475,PHASGANOPHORA - NIGRONIA,0.0
5476,PHEIDOLE MEGACEPHALA FABRICIUS,0.0
5477,PHEIDOLE MILITICIDA,0.0
5478,PHEIDOLE SP.,0.0
5479,PHEIDOLE SP. 3,0.0
5480,PHEIDOLE SP. 5,0.0
5481,PHELSUMA CEPEDIANA MERREM,0.0
5482,PHELSUMA SP.,0.0
5483,PHILEURUS VALGUS LARVAE,0.0
5484,PHILODROMUS AURELOLUS CAESPITICOLIS WALCK.,0.0
5485,PHILOMYCUS CAROLINENSIS,0.0
5486,PHILONTHUS CRUENTATUS,0.0
5487,PHILONTHUS POLITUS (L.),0.0
5488,PHILONTHUS SP.,0.0
5489,PHILOREITHRUS AGILIS,0.0
5490,PHILORHEITHRUS AGILIS ,0.0
5491,PHILORHEITHRUS AGILIS (HUDSON),0.0
5492,PHILORHEITHRUS AGILIS (N=1),0.0
5493,PHILORHEITHRUS AGILIS (N=HYDROBIOSIS CHARADERA),0.0
5494,PHLOEM (PINUS SPP.),0.0
5495,PHOCA,0.0
5496,PHOENICOPHORIUM BORSIGIANUM,0.0
5497,PHORIDAE SP.,0.0
5498,PHORINIA SP,0.0
5499,PHORMIDIUM SPP.,0.0
5500,PHORONIDA,0.0
5501,PHORONOPSIS,0.0
5502,PHOTOTROPHIC BACTERIA,0.0
5503,PHOXINUS EOS - PHOXINUS NEOGAEUS,0.0
5504,PHOXINUS PHOXINUS (2.0-2.9 MM),0.0
5505,PHRAGMITES - POTAMOGETON,0.0
5506,PHREATOICUS,0.0
5507,PHREATOICUS PRASINIA (N=PARACALLIOPE FLUVIATALUS),0.0
5508,PHRYGANEIDS (UNSPECIFIED),0.0
5509,PHYLLANTHUS PHILLYREIFOLIUS VAR TELFAIRIANUS,0.0
5510,PHYLLOBAENUS ATRIPLEXUS,0.0
5511,PHYLLOCNISTINAE SP.1,0.0
5512,PHYLLOICUS,0.0
5513,PHYOPLANKTON,0.0
5514,PHYSA,0.0
5515,PHYSASTRA GIBBOSA (MOLLUSCA - GASTROPODA),0.0
5516,PHYTOBENTHOS,0.0
5517,PHYTOCORIS BREVIUSCULUS,0.0
5518,PHYTOPLANKTON (LARGE PARTICLES),0.0
5519,PHYTOPLANKTON (SMALL PARTICLES),0.0
5520,PHYTOPLANKTON - PERIPHYTON,0.0
5521,PHYTOPLANKTON - SUSPENDED DETRITUS,0.0
5522,PHYTOPLANKTON AND BENTHIC ALGAE,0.0
5523,PHYTOPLANKTON AND SESTON,0.0
5524,PHYTOPLANKTON CELLS 10-30 MICROMETER,0.0
5525,PHYTOPLANKTON CELLS ABOVE 30 MICROMETER,0.0
5526,PHYTOPLANKTON CELLS BELOW 10 MICROMETER,0.0
5527,PIERRETIA URCEOLA,0.0
5528,PIG,0.0
5529,PIKE,0.0
5530,PIKE - ADULT YELLOW PERCH (PERCA),0.0
5531,PIKE - LARGE PERCH,0.0
5532,PILARIA (D),0.0
5533,PILARIA (N=1),0.0
5534,PIMELOMETOPON PULCHRUM,0.0
5535,PINK SEA PERCH,0.0
5536,PINK-FOOTED GOOSE,0.0
5537,PINNATE TANSY MUSTARD (FORB/SHRUB),0.0
5538,PINNULARIA (SMALL - MESOLEPTA??),0.0
5539,PINNULARIA BOREALIS,0.0
5540,PINNULARIA DIVERGENS,0.0
5541,PINNULARIA GIBBA,0.0
5542,PINNULARIA MESOLEPTA,0.0
5543,PINNULARIA MESOLEPTUS,0.0
5544,PINNULARIA SP (LARGE),0.0
5545,PINNULARIA SP.,0.0
5546,PINNULARIA SP. (LARGE),0.0
5547,PINNULARIA SP. A,0.0
5548,PINNULARIA SPP.,0.0
5549,PINNULARIA VIRIDIS,0.0
5550,PINUS SILVESTRIS,0.0
5551,PIONA CONSTRICTA,0.0
5552,PIOPHILA VARIPES LARVAE,0.0
5553,PIOPHILA VULGARIS,0.0
5554,PIPER AFF. PSILORRACHIS,0.0
5555,PIPER PSEUDOFULIGINEUM,0.0
5556,PIRARA MATAKIRI,0.0
5557,PIRARA MATAKIRI (N=EUKIEFIDRELLA BRUNDINII),0.0
5558,PISASTER,0.0
5559,PISASTER BREVISPINUS,0.0
5560,PISASTER GIGANTEUS,0.0
5561,PISAURA MIRABILIS CLERCK,0.0
5562,PISCES -- RHINICHTHYS - SEMOTILUS,0.0
5563,PISCIVOROUS FISHES,0.0
5564,PISCMM1: SMALL PINNIPEDS,0.0
5565,PISCMM2: LARGE PINNIPEDS,0.0
5566,PISCMM4: TOOTHED WHALES,0.0
5567,PISONIA ACULEATA,0.0
5568,PITHECOLOBIUM MACRANDRIUM,0.0
5569,PLACTYNEMIS,0.0
5570,PLAGIOGNATHUS ARBUSTORUM (FAB.),0.0
5571,PLAINS BAHIA (FORB/SHRUB),0.0
5572,PLAINS PRICKLY PEAR (FORB/SHRUB),0.0
5573,PLANKTON,0.0
5574,PLANKTON - DETRITUS,0.0
5575,PLANKTON - SUSPENDED DETRITUS,0.0
5576,PLANKTON AND DETRITUS,0.0
5577,PLANKTON AND MARINE DETRITUS,0.0
5578,PLANKTONIC BACTERIA,0.0
5579,PLANKTONIC INVERTS - CLADOCERA ETC,0.0
5580,PLANKTONIC MICROALGAE,0.0
5581,PLANT (MACROPHYTE) CELLS,0.0
5582,PLANT DETRITUS (I.E. FRAGMENTS),0.0
5583,PLANT FRAGMENTS,0.0
5584,PLANT MATERIAL,0.0
5585,PLANT MATERIAL (ALL),0.0
5586,PLANT MATERIAL (WHOLE),0.0
5587,PLANT MATERIALS,0.0
5588,PLANT TISSUE & DETRITUS,0.0
5589,PLANTS,0.0
5590,PLANTS - DEAD PLANTS,0.0
5591,PLASTANOXUS INCOMPLETUS,0.0
5592,PLASTONOXUS INCOMPLETUS,0.0
5593,PLATAMBUS,0.0
5594,PLATYBUNUS TRIANGULARIS HERBST.,0.0
5595,PLATYCERUS QUERCUS,0.0
5596,PLATYCHEIRUS SCUTATUS (MEIGEN),0.0
5597,PLATYDEMA FLAVIPES,0.0
5598,PLATYDEMA SUBCOSTATUM,0.0
5599,PLATYGERRHUS DOLOSUS (WALK.),0.0
5600,PLATYSOMA LECONTEI,0.0
5601,PLATYSOMA PARALLELUM,0.0
5602,PLATYSTETHUS AMERICANUS,0.0
5603,PLEAUROTAENIUM SP.,0.0
5604,PLECOGLOSSUS ALTIVELIS,0.0
5605,PLECOPTERA -- ISOPERIA - ISOGENUS,0.0
5606,PLECOPTERAN (UNSPEC.),0.0
5607,PLEGADERUS SP.,0.0
5608,PLEUROMAMMA,0.0
5609,PLEUROMAMMA ROBUSTA,0.0
5610,PLEURONECTIDS,0.0
5611,PLEUROSTYLIA LEUCOCARPA ,0.0
5612,PLEUROTAENIUM,0.0
5613,PLNKMM1: GRAY WHALES,0.0
5614,PLNKMM2: BALEEN WHALES,0.0
5615,PLUMATELLA SP.,0.0
5616,PNIGALIO SP.B,0.0
5617,POCHARD - SWAN - COOT,0.0
5618,PODAENA SP.,0.0
5619,PODAENA SP. ,0.0
5620,PODAENA SP. (N=1),0.0
5621,PODISUS ACUTISSIMUS,0.0
5622,PODONOMID TYPE HAIRY,0.0
5623,PODONOMID TYPE HAIRY (N=1),0.0
5624,PODONOMOUS,0.0
5625,PODONOMOUS (N=1),0.0
5626,PODONOMOUS SPP.,0.0
5627,PODONOMUS SP.,0.0
5628,PODONOMUS SP. (N=CHIRONOMINI SP.),0.0
5629,PODOPHTHALMUS VIGIL,0.0
5630,PODURIDS (UNSPEC.),0.0
5631,POGONOMYRMEX APACHE,0.0
5632,POGONOMYRMEX MARICOPA,0.0
5633,POLAR BEAR,0.0
5634,POLISTES HEBRAEUS FABRICIUS,0.0
5635,POLISTES OLIVACEUS,0.0
5636,POLLEN (UNDET.),0.0
5637,POLYCELIS TENUIS (IJIMA),0.0
5638,POLYCENTROPUS FLAVOMACULATUS LARVAE,0.0
5639,POLYCENTROPUS MACULATUS (N=2),0.0
5640,POLYCENTROPUS MACULATUS (P),0.0
5641,POLYCENTROPUS SP. (MACULATUS?) (CF/P),0.0
5642,POLYCENTROPUS SP. (MACULATUS?) (N=4),0.0
5643,POLYCHAETA,0.0
5644,POLYCHAETE,0.0
5645,POLYCHAETES (TOMOPTERIS SP. - PELAGAGOBIA SP.),0.0
5646,POLYCHATES,0.0
5647,POLYDESMUS SERRATUS,0.0
5648,POLYGYRA FALLAX,0.0
5649,POLYGYRA THYRIODES,0.0
5650,POLYPEDELLUM  ,0.0
5651,POLYPEDELLUM  (N=6),0.0
5652,POLYPEDELLUM (N=4),0.0
5653,POLYPEDELLUM GREEN TYPE,0.0
5654,POLYPEDELLUM GREEN TYPE (N=8),0.0
5655,POLYPEDELLUM II,0.0
5656,POLYPEDELLUM II (N=1),0.0
5657,POLYPEDELLUM II (N=2),0.0
5658,POLYPEDILUM SP.,0.0
5659,POLYPEDILUM SP. (N=10),0.0
5660,POLYPEDILUM TYPE 'I' ,0.0
5661,POLYPEDILUM TYPE 'I' (N=POLYPEDILUM TYPE 'II'),0.0
5662,POLYPEDILUM TYPE 'II' ,0.0
5663,POLYPEDILUM TYPE 'II' (N=10),0.0
5664,POLYPLECTROPUS,0.0
5665,POLYPLECTROPUS PUERILIS ,0.0
5666,POLYPLECTROPUS PUERILIS (N=1),0.0
5667,POLYPLECTROPUS PUERILIS (N=6),0.0
5668,POLYPLECTROPUS PUERILIS (N=HYDROBIOSIS CHARADERA),0.0
5669,POLYSCIAS MAURITIANA,0.0
5670,PONERA COARCTA,0.0
5671,PONERA COARCTATA,0.0
5672,POPULUS - CORNUS - CORYLUS - PRYOLA - ARALIA,0.0
5673,POPULUS - CORNUS - CORYLUS - PYROLA - ARALIA,0.0
5674,POPULUS - SYMPHORICARPOS - CORYLUS - PRUNUS - AMELANCHIER,0.0
5675,PORE-WATER DISSOLVED ORGANIC CARBON,0.0
5676,POROLITHON - LITHOPHYLLUM,0.0
5677,PORPOISE SHARK,0.0
5678,POTAMOGETON -LOBELIA - ISOETES - SPARGANIUM,0.0
5679,POTAMOPHYLAX CINGULATUS,0.0
5680,POTAMOPURGUS ANTIPODARUM,0.0
5681,POTAMOPYRGUS,0.0
5682,POTAMOPYRGUS ANTIPODARUM (N=1),0.0
5683,POTAMOPYRGUS ANTIPODARUM (N=10),0.0
5684,POTAMOPYRGUS ANTIPODARUM (N=5),0.0
5685,POTAMOPYRGUS ANTIPODARUM (N=DELEATIDIUM LILLI),0.0
5686,POUTERIA AMYGDALINA,0.0
5687,PRAIRIE FALCON,0.0
5688,PRAIRIE PEPPERWEED (FORB/SHRUB),0.0
5689,PRAIRIE SPIDERWART (FORB/SHRUB),0.0
5690,PRAON BICOLOR,0.0
5691,PRAON FLAVINODE,0.0
5692,PRAS,0.0
5693,PRAWN,0.0
5694,PREDACEOUS ACARI,0.0
5695,PREDACEOUS COLLEMBOLA,0.0
5696,PREDACEOUS FISH,0.0
5697,PREDACEOUS INSECTS,0.0
5698,PREDACEOUS TESTATE AMOEBE,0.0
5699,PREDATORY BACTERIA,0.0
5700,PREDATORY BENTHIC FISHES,0.0
5701,PREDATORY BENTHOS,0.0
5702,PREDATORY GASTROPODS,0.0
5703,PREDATORY INVERTEBRATES,0.0
5704,PREDATORY MITE,0.0
5705,PREDATORY MITES (GAMASIDAE + PROSTIGMATA - 4 SPP. INC. ZIRCON SP.),0.0
5706,PREDATORY SOIL INVERTEBRATES,0.0
5707,PREHISTORIC ALEUT MAN,0.0
5708,PREMNA SERRATIFOLIA,0.0
5709,PRIMARY PRODUCER,0.0
5710,PRIMARY PRODUCERS,0.0
5711,PRIMARY PRODUCTION,0.0
5712,PRINGALIO SOEMIAS WALK.,0.0
5713,PRIONOCYPHON DISCOIDEUS,0.0
5714,PRIONOCYPHON SERRICORNIS,0.0
5715,PRIONOMITUS MITRATUS DALM.,0.0
5716,PROACRIAS SP.A,0.0
5717,PROACRIAS SP.B,0.0
5718,PROBAENIA ARMIGERIA (BALY),0.0
5719,PROBEZZIA (N=10),0.0
5720,PROBEZZIA (P),0.0
5721,PROBEZZIA SP. (N=10),0.0
5722,PROBEZZIA SP. (P),0.0
5723,PROCAMBARUS CLARKII,0.0
5724,PROCERATIUM CROCEUM,0.0
5725,PROCHYLIZA AZTECA,0.0
5726,PROCTACANTHELLA LEUCOPOGON,0.0
5727,PRODUCERS,0.0
5728,PROGOMPHUS,0.0
5729,PROMORESIA ELEGANS,0.0
5730,PROMORESIA ELEGANS (0.1-0.2 MM HCW),0.0
5731,PROMORESIA ELEGANS (0.2-0.3 MM HCW),0.0
5732,PROMORESIA ELEGANS (0.3-0.4 MM HCW),0.0
5733,PROMORESIA ELEGANS (0.4-0.5 MM HCW),0.0
5734,PROMORESIA SP. (CG),0.0
5735,PROMORESIA SP. (N=10),0.0
5736,PROPYLEA QUATUORDECIMPUNCTATA (L.),0.0
5737,PROSOPIS CINERARIA,0.0
5738,PROSOPIS JULIFLORA,0.0
5739,PROSOPIUM,0.0
5740,PROTAPHIDIUS WISSMANII,0.0
5741,PROTOPHIDIUS WISSMANII,0.0
5742,PROTOZOA (FRESH WATER BOTTOM AND LITTORAL),0.0
5743,PROTOZOA (FRESH WATER PLANKTON),0.0
5744,PROTOZOA (LAND),0.0
5745,PROTOZOA (UNSPECIFIED),0.0
5746,PROTOZOA: CYPHODERIA SP.,0.0
5747,PROTOZOA: DIFFLUGIA SP. ,0.0
5748,PROTOZOANS,0.0
5749,PRUNELLA MODULARIS OCCIDENTALIS (HART.),0.0
5750,PSAMMOCHARES FUSCUS,0.0
5751,PSATHURA TERNIFLORA,0.0
5752,PSEPHENUS SP. (N=ECTOPRIA NERVOSA),0.0
5753,PSEPHENUS SP. (SC),0.0
5754,PSEPHENUS SPP. (N=10),0.0
5755,PSEPHENUS SPP. (SC),0.0
5756,PSEUDOCATOLACCUS THORACICUS (WALKER),0.0
5757,PSEUDOCOCCIDS (UNSPECIFIED),0.0
5758,PSEUDOCORYNOSOMA CONSTRICTUM (ACANTHELLA),0.0
5759,PSEUDOCORYNOSOMA CONSTRICTUM (ADULT),0.0
5760,PSEUDOCORYNOSOMA CONSTRICTUM (CYSTACANTH),0.0
5761,PSEUDOLIMNOLPHILA SP. (CG),0.0
5762,PSEUDOLIMNOLPHILA SP. (N=1),0.0
5763,PSEUDOLUCANUS CAPREOLUS LARVAE,0.0
5764,PSEUDOMUGIL SIGNIFER,0.0
5765,PSEUDOMYRMEX SP. 1,0.0
5766,PSEUDORTHOCLADIUS (CG),0.0
5767,PSEUDORTHOCLADIUS (N=5),0.0
5768,PSEUDOTROPHEUS ELONGATUS - P. TROPHEOPS - P. MINUTUS - P. AURATUS - P. FUSCUS - LABEOTROPHEUS FUELLEBORNI - L. TREWAVASAE,0.0
5769,PSEUDOTROPHEUS FUSCOIDES,0.0
5770,PSIADIA TEREBINTHINA,0.0
5771,PSILACHOREMA BIDENS (N=10),0.0
5772,PSILACHOREMA BIDENS (N=15),0.0
5773,PSILACHOREMA BIDENS (N=2),0.0
5774,PSILOCHOREMA BIDENS (MCFARLANE),0.0
